id,clustering_coefficient_std,clustering_coefficient_max,weight_ratio,inside_weights_25,outside_weight_ratio,inside_weights,inside_weights_75,clustering_coefficient_25,size,degree_max,pageranks_50,inside_edges,pageranks_mean,pageranks_75,clustering_coefficient_50,subgraph_clustering_coeff,clustering_coeff_mean,degree_50,degree_75,inside_weight_ratio,inside_weights_50,degree_std,clustering_coefficient_75,outside_edges,pageranks_std,degree_mean,density,pageranks_max,cohesion,degree_25,pageranks_25,unlinked,outside_weights,inside_weights_mean,inside_weights_std
0,0.000130627,0.001254817,2.661174631,7,0.273136384,98687,18,1.59E-05,539,0.001254817,4.69E-05,5435,9.39E-05,0.000117351,5.10E-05,0.506378234,0.000102239,5.10E-05,0.000143317,0.726863616,10,0.000130627,0.000143317,3084,0.000126224,0.000102239,0.037485085,0.001552981,1.76232166,1.59E-05,2.24E-05,0.981257457,37084,18.15768169,30.98872355
1,0.000264093,0.002344024,1.929098306,8,0.341401993,129456,31,2.23E-05,362,0.002344024,4.53E-05,3907,0.000139241,0.000112876,5.41E-05,0.720650492,0.000141276,5.41E-05,0.000136947,0.658598007,14,0.000264093,0.000136947,4418,0.00031544,0.000141276,0.059794004,0.003866567,0.884336804,2.23E-05,2.23E-05,0.970102998,67107,33.1343742,62.67890484
2,0.000281332,0.002258034,1.580665971,8,0.387496875,115161,25,2.55E-05,334,0.002258034,5.26E-05,4211,0.00014207,0.000132569,7.33E-05,0.687268651,0.000182745,7.33E-05,0.000199847,0.612503125,13,0.000281332,0.000199847,5106,0.000244408,0.000182745,0.075722429,0.002323444,0.82471602,2.55E-05,2.45E-05,0.962138785,72856,27.34766089,51.55704102
3,0.000353301,0.004500143,1.125166993,8,0.470551257,90118,24,1.59E-05,336,0.004500143,4.35E-05,3537,0.000137524,0.0001084,6.05E-05,0.690768422,0.000168435,6.05E-05,0.000170388,0.529448743,12,0.000353301,0.000170388,5037,0.000345203,0.000168435,0.062846482,0.005088064,0.702203693,1.59E-05,2.17E-05,0.968576759,80093,25.47865423,44.59720346
4,0.000239993,0.002452307,1.234763533,8,0.447474637,95688,28,1.27E-05,331,0.002452307,4.60E-05,2925,0.00012544,0.000110616,5.41E-05,0.64694456,0.000131222,5.41E-05,0.000143317,0.552525363,13,0.000239993,0.000143317,4771,0.00024865,0.000131222,0.053556715,0.002081834,0.613079019,1.27E-05,2.12E-05,0.973221642,77495,32.71384615,78.10412837
5,0.000230014,0.001175197,1.208061852,8,0.452885864,66563,28,1.59E-05,244,0.001175197,4.25E-05,2237,0.000129123,0.00014703,5.41E-05,0.703624051,0.000158327,5.41E-05,0.000204624,0.547114136,14,0.000230014,0.000204624,3685,0.000198088,0.000158327,0.07545706,0.001235896,0.607055631,1.59E-05,2.01E-05,0.96227147,55099,29.75547608,55.53803662
6,0.000257537,0.001621071,1.681098032,8,0.372981513,71835,31.5,1.91E-05,205,0.001621071,5.57E-05,2131,0.000138213,0.00013227,7.33E-05,0.708126039,0.000148723,7.33E-05,0.000162426,0.627018487,14,0.000257537,0.000162426,2556,0.000264865,0.000148723,0.10191296,0.00192465,0.83372457,1.91E-05,2.05E-05,0.94904352,42731,33.70952604,63.11131145
7,0.000210022,0.001872671,1.144751525,8,0.466254477,44113,25,9.55E-06,238,0.001872671,3.82E-05,1598,0.000108978,9.95E-05,4.14E-05,0.660722686,0.000109943,4.14E-05,0.000110672,0.533745523,13,0.000210022,0.000110672,2711,0.000224738,0.000109943,0.056660639,0.002412444,0.589450387,9.55E-06,1.76E-05,0.971669681,38535,27.60513141,48.75537157
8,0.000539465,0.00542374,0.267837047,8,0.788744896,14280,35,1.27E-05,126,0.00542374,3.49E-05,406,0.000149181,8.05E-05,4.62E-05,0.712458962,0.00015646,4.62E-05,0.000110672,0.211255104,15,0.000539465,0.000110672,2766,0.000679395,0.00015646,0.051555556,0.007343061,0.146782357,1.27E-05,1.87E-05,0.974222222,53316,35.17241379,60.93568302
9,0.000249971,0.001834453,0.85175154,9,0.540029252,28618,32.5,1.59E-05,107,0.001834453,4.76E-05,659,0.000132937,0.000113276,6.37E-05,0.748721065,0.000143436,6.37E-05,0.000149686,0.459970748,15,0.000249971,0.000149686,1850,0.000287596,0.000143436,0.116205255,0.002584055,0.356216216,1.59E-05,2.02E-05,0.941897373,33599,43.42640364,97.87365412
10,0.00034609,0.002560591,0.500658461,9,0.666374146,19769,34.75,1.91E-05,93,0.002560591,3.90E-05,446,0.000151093,0.000112153,5.73E-05,0.780143444,0.00017359,5.73E-05,0.00017198,0.333625854,16,0.00034609,0.00017198,2233,0.000352693,0.00017359,0.104254324,0.002859917,0.199731303,1.91E-05,2.09E-05,0.947872838,39486,44.32511211,100.235148
11,0.000301476,0.001678397,0.826612903,9,0.547461369,23165,41.5,1.59E-05,94,0.001678397,4.60E-05,511,0.000141016,0.000107507,5.10E-05,0.779838864,0.000166322,5.10E-05,0.000166407,0.452538631,17,0.000301476,0.000166407,1838,0.000276819,0.000166322,0.116906886,0.001916338,0.278019587,1.59E-05,1.91E-05,0.941546557,28024,45.33268102,95.76291096
12,9.59E-05,0.000598745,2.513627451,8,0.284606155,25639,26,1.59E-05,138,0.000598745,5.15E-05,827,9.32E-05,0.000111862,4.94E-05,0.642723711,7.56E-05,4.94E-05,9.16E-05,0.715393845,12,9.59E-05,9.16E-05,818,0.000130882,7.56E-05,0.087485454,0.001093609,1.011002445,1.59E-05,2.46E-05,0.956257273,10200,31.00241838,64.69891196
13,0.000129359,0.000579636,1.020043265,8,0.495038902,23105,27,2.23E-05,150,0.000579636,4.01E-05,923,8.54E-05,9.44E-05,5.41E-05,0.630770944,0.000101022,5.41E-05,0.000127393,0.504961098,13,0.000129359,0.000127393,1559,0.000106125,0.000101022,0.082595078,0.000546386,0.592046183,2.23E-05,2.30E-05,0.958702461,22651,25.03250271,34.49312625
14,0.000232821,0.00162744,0.7145407,8,0.58324658,17214,29,1.19E-05,116,0.00162744,4.05E-05,637,0.000108439,0.000111722,5.25E-05,0.698317745,0.000130028,5.25E-05,0.000139336,0.41675342,14,0.000232821,0.000139336,1639,0.000196047,0.000130028,0.095502249,0.001653206,0.388651617,1.19E-05,1.88E-05,0.952248876,24091,27.02354788,37.97972372
15,0.000112908,0.000570082,1.300734847,8,0.434643741,23542,26,1.59E-05,132,0.000570082,4.32E-05,892,9.03E-05,0.000109729,4.62E-05,0.690080635,9.17E-05,4.62E-05,0.000119431,0.565356259,13,0.000112908,0.000119431,1330,0.000119471,9.17E-05,0.103169096,0.000628738,0.670676692,1.59E-05,2.35E-05,0.948415452,18099,26.39237668,58.84545645
16,0.000222023,0.001445906,0.723759855,8,0.580127213,17625,29,2.23E-05,108,0.001445906,4.54E-05,592,0.000109702,0.000100734,5.57E-05,0.600323173,0.000134765,5.57E-05,0.000121819,0.419872787,14,0.000222023,0.000121819,1772,0.000158873,0.000134765,0.102457598,0.000939208,0.334085779,2.23E-05,2.49E-05,0.948771201,24352,29.77195946,50.69480447
17,0.000369816,0.002433199,0.517218855,9,0.659100694,14253,38,1.59E-05,79,0.002433199,3.38E-05,295,0.000148537,7.55E-05,4.14E-05,0.747244207,0.000163272,4.14E-05,0.000108284,0.340899306,16,0.000369816,0.000108284,1704,0.00036573,0.000163272,0.095748134,0.002670371,0.173122066,1.59E-05,1.86E-05,0.952125933,27557,48.31525424,142.8080813
18,0.00028962,0.002340839,0.428240113,8,0.700162382,14218,31,1.27E-05,106,0.002340839,3.93E-05,502,0.00010837,9.41E-05,4.30E-05,0.73847443,0.000128925,4.30E-05,0.000120227,0.299837618,13,0.00028962,0.000120227,2126,0.000247913,0.000128925,0.090206649,0.002047368,0.236124177,1.27E-05,2.10E-05,0.954896676,33201,28.32270916,46.97854306
19,0.000343045,0.002713462,0.349036952,8,0.741269539,12232,40.5,1.67E-05,86,0.002713462,3.77E-05,282,0.000125131,7.39E-05,3.98E-05,0.746270456,0.00013991,3.98E-05,9.16E-05,0.258730461,15,0.000343045,9.16E-05,1932,0.00034935,0.00013991,0.077154583,0.002930158,0.145962733,1.67E-05,2.13E-05,0.961422709,35045,43.37588652,88.66288365
20,7.75E-05,0.000474537,2.595727637,8,0.278107827,19442,24,2.87E-05,132,0.000474537,5.11E-05,845,8.02E-05,8.64E-05,5.10E-05,0.531368538,7.38E-05,5.10E-05,8.28E-05,0.721892173,12,7.75E-05,8.28E-05,589,9.20E-05,7.38E-05,0.097733056,0.000725693,1.434634975,2.87E-05,3.01E-05,0.951133472,7490,23.00828402,31.21937917
21,0.000102511,0.000586006,1.442986621,8,0.409335029,16717,22,1.27E-05,122,0.000586006,4.51E-05,785,7.97E-05,9.75E-05,5.25E-05,0.619019706,8.56E-05,5.25E-05,0.000114653,0.590664971,12,0.000102511,0.000114653,949,8.70E-05,8.56E-05,0.106354153,0.000453748,0.827186512,1.27E-05,2.02E-05,0.946822924,11585,21.2955414,34.49060491
22,0.000161321,0.001531896,0.917752978,8,0.521443591,9786,23.5,1.27E-05,113,0.001531896,3.67E-05,387,7.53E-05,6.24E-05,3.82E-05,0.666477458,7.07E-05,3.82E-05,6.37E-05,0.478556409,13,0.000161321,6.37E-05,837,0.000187629,7.07E-05,0.061156764,0.001851897,0.462365591,1.27E-05,1.78E-05,0.969421618,10663,25.28682171,51.920461
23,0.000267402,0.001328068,0.999064327,10,0.500234028,12813,43,1.91E-05,64,0.001328068,4.09E-05,284,0.000128376,0.000107509,4.14E-05,0.75693899,0.00014894,4.14E-05,0.000118634,0.499765972,17,0.000267402,0.000118634,890,0.000232882,0.00014894,0.140873016,0.001323787,0.319101124,1.91E-05,2.12E-05,0.929563492,12825,45.11619718,97.59536985
24,0.000219276,0.001894965,0.402388776,8,0.713069027,7715,31,1.27E-05,89,0.001894965,3.34E-05,294,8.98E-05,8.26E-05,3.82E-05,0.640834722,0.000100196,3.82E-05,0.000111469,0.286930973,15,0.000219276,0.000111469,1138,0.000211732,0.000100196,0.075076609,0.00190659,0.258347979,1.27E-05,2.01E-05,0.962461696,19173,26.2414966,33.92237305
25,0.000143711,0.000888563,1.216469629,9,0.451167923,11936,29,1.59E-05,81,0.000888563,5.20E-05,381,9.62E-05,0.000107847,4.78E-05,0.653621701,0.00010561,4.78E-05,0.000121023,0.548832077,15,0.000143711,0.000121023,726,0.000138693,0.00010561,0.117592593,0.001048044,0.524793388,1.59E-05,2.00E-05,0.941203704,9812,31.32808399,47.5613153
26,0.000214549,0.0011115,0.391271533,9,0.718766953,8813,26,1.27E-05,64,0.0011115,4.03E-05,279,0.000110293,9.89E-05,5.41E-05,0.697980076,0.000142919,5.41E-05,0.000144909,0.281233047,15,0.000214549,0.000144909,1501,0.000161381,0.000142919,0.138392857,0.000816604,0.185876083,1.27E-05,2.08E-05,0.930803571,22524,31.58781362,85.2356968
27,0.000196751,0.000923596,0.570168404,9,0.636874362,9954,28,9.55E-06,68,0.000923596,3.32E-05,328,0.000100675,9.05E-05,3.34E-05,0.743805326,0.000114466,3.34E-05,0.000118634,0.363125638,15,0.000196751,0.000118634,1087,0.000166802,0.000114466,0.143985953,0.0010218,0.30174793,9.55E-06,1.68E-05,0.928007024,17458,30.34756098,55.29544754
28,0.000195495,0.001442721,1.394736842,9,0.417582418,10335,32,1.04E-05,66,0.001442721,3.60E-05,227,0.000101281,7.75E-05,2.55E-05,0.757169455,8.21E-05,2.55E-05,7.64E-05,0.582417582,15,0.000195495,7.64E-05,564,0.000232919,8.21E-05,0.105827506,0.001674189,0.40248227,1.04E-05,2.00E-05,0.947086247,7410,45.52863436,111.5661943
29,0.000156883,0.000977738,0.843384594,9.25,0.542480394,11901,45.5,1.59E-05,59,0.000977738,4.51E-05,246,0.000112984,0.00011711,4.46E-05,0.74829622,9.88E-05,4.46E-05,9.55E-05,0.457519606,18,0.000156883,9.55E-05,774,0.00019041,9.88E-05,0.14377557,0.001268842,0.317829457,1.59E-05,2.53E-05,0.928112215,14111,48.37804878,86.85994337
30,0.000177728,0.000847161,0.894368095,8,0.527880512,9957,34,1.27E-05,67,0.000847161,3.09E-05,295,9.88E-05,9.53E-05,3.18E-05,0.724811385,0.000108902,3.18E-05,0.000116246,0.472119488,14,0.000177728,0.000116246,815,0.000149359,0.000108902,0.13342379,0.000746547,0.36196319,1.27E-05,1.89E-05,0.933288105,11133,33.75254237,64.18762053
31,0.000155249,0.001207045,0.992108724,9,0.501980634,6789,35,1.27E-05,81,0.001207045,3.46E-05,249,7.82E-05,5.93E-05,2.55E-05,0.687023341,6.57E-05,2.55E-05,4.78E-05,0.498019366,17,0.000155249,4.78E-05,566,0.000159639,6.57E-05,0.076851852,0.001266837,0.439929329,1.27E-05,2.21E-05,0.961574074,6843,27.26506024,27.95295144
32,9.02E-05,0.000439504,1.68506286,8,0.372430759,7908,24,1.27E-05,81,0.000439504,3.27E-05,319,7.75E-05,7.62E-05,2.23E-05,0.727833133,6.11E-05,2.23E-05,6.69E-05,0.627569241,13,9.02E-05,6.69E-05,391,0.000113985,6.11E-05,0.09845679,0.000695596,0.815856777,1.27E-05,2.20E-05,0.950771605,4693,24.78996865,34.74253389
33,0.000183838,0.00077391,0.514772967,9,0.660164937,7335,28,1.04E-05,62,0.00077391,3.47E-05,269,9.99E-05,7.92E-05,4.14E-05,0.77167797,0.000113369,4.14E-05,9.40E-05,0.339835063,14,0.000183838,9.40E-05,878,0.000149746,0.000113369,0.142252776,0.000595694,0.306378132,1.04E-05,1.90E-05,0.928873612,14249,27.26765799,33.30989608
34,4.71E-05,0.000207013,3.01631378,9,0.24898453,8690,28,1.27E-05,77,0.000207013,4.42E-05,364,7.78E-05,9.73E-05,3.50E-05,0.620881322,4.94E-05,3.50E-05,6.37E-05,0.75101547,14,4.71E-05,6.37E-05,234,8.23E-05,4.94E-05,0.124401914,0.000401959,1.555555556,1.27E-05,2.35E-05,0.937799043,2881,23.87362637,31.30425781
35,0.000138247,0.000598745,1.710403623,9,0.368948739,12840,47.75,1.27E-05,56,0.000598745,3.59E-05,294,0.000103989,0.000119612,4.46E-05,0.775738545,0.000102255,4.46E-05,0.000134558,0.631051261,17.5,0.000138247,0.000134558,539,0.00014153,0.000102255,0.190909091,0.00063719,0.545454545,1.27E-05,1.79E-05,0.904545455,7507,43.67346939,101.3803482
36,0.00013994,0.000729323,0.876516365,8,0.53290236,7659,26,9.55E-06,72,0.000729323,2.83E-05,275,8.06E-05,7.35E-05,2.07E-05,0.714744364,8.36E-05,2.07E-05,8.36E-05,0.46709764,13,0.00013994,8.36E-05,603,0.000135277,8.36E-05,0.107589984,0.00085338,0.456053068,9.55E-06,1.80E-05,0.946205008,8738,27.85090909,44.6523088
37,0.000286877,0.002133826,0.472000797,9,0.679347458,4737,29,1.27E-05,63,0.002133826,2.75E-05,176,8.67E-05,6.93E-05,2.87E-05,0.744931769,0.00010889,2.87E-05,6.21E-05,0.320652542,14.5,0.000286877,6.21E-05,727,0.000215674,0.00010889,0.090117768,0.0016121,0.242090784,1.27E-05,1.95E-05,0.954941116,10036,26.91477273,32.36788897
38,0.000115513,0.000665626,1.367982771,9,0.42230037,9528,32,9.55E-06,69,0.000665626,3.07E-05,294,7.65E-05,7.28E-05,3.18E-05,0.758829252,7.32E-05,3.18E-05,8.92E-05,0.57769963,16,0.000115513,8.92E-05,493,0.000123132,7.32E-05,0.125319693,0.000692498,0.596348884,9.55E-06,1.87E-05,0.937340153,6965,32.40816327,49.46692087
39,0.000173131,0.001079652,0.738496641,9,0.575209624,5826,34.5,6.37E-06,65,0.001079652,2.57E-05,163,8.09E-05,4.88E-05,1.91E-05,0.794184402,7.37E-05,1.91E-05,5.10E-05,0.424790376,14,0.000173131,5.10E-05,573,0.000181648,7.37E-05,0.078365385,0.00116649,0.284467714,6.37E-06,1.77E-05,0.960817308,7889,35.74233129,66.38081149
40,5.39E-05,0.000210198,1.239106145,7,0.446606786,4436,19.25,9.55E-06,75,0.000210198,3.35E-05,268,6.31E-05,6.72E-05,1.91E-05,0.595952623,4.29E-05,1.91E-05,5.25E-05,0.553393214,11,5.39E-05,5.25E-05,255,6.85E-05,4.29E-05,0.096576577,0.000342904,1.050980392,9.55E-06,1.99E-05,0.951711712,3580,16.55223881,14.90170138
41,6.10E-05,0.000302557,1.663676098,8,0.375421021,7232,30.5,1.59E-05,57,0.000302557,5.51E-05,247,8.29E-05,9.42E-05,3.82E-05,0.72115341,5.86E-05,3.82E-05,7.64E-05,0.624578979,14,6.10E-05,7.64E-05,339,9.45E-05,5.86E-05,0.154761905,0.000585611,0.728613569,1.59E-05,2.64E-05,0.922619048,4347,29.27935223,51.36444858
42,9.98E-05,0.000461798,1.531324158,8,0.395050155,6453,24,1.11E-05,63,0.000461798,3.87E-05,269,7.35E-05,9.69E-05,2.87E-05,0.655647565,7.88E-05,2.87E-05,0.000111469,0.604949845,13,9.98E-05,0.000111469,345,7.57E-05,7.88E-05,0.137736815,0.000321532,0.779710145,1.11E-05,1.89E-05,0.931131592,4214,23.98884758,32.34094431
43,9.21E-05,0.000547788,1.649091451,8,0.377487912,5536,24,6.37E-06,71,0.000547788,2.93E-05,221,6.36E-05,6.09E-05,1.91E-05,0.578586308,5.05E-05,1.91E-05,4.62E-05,0.622512088,12,9.21E-05,4.62E-05,263,0.000104401,5.05E-05,0.088933602,0.000702887,0.840304183,6.37E-06,1.70E-05,0.955533199,3357,25.04977376,38.26653681
44,0.000101484,0.00051594,0.718556956,8,0.581883537,5816,25,7.96E-06,67,0.00051594,3.68E-05,265,6.67E-05,8.85E-05,3.50E-05,0.64968483,7.72E-05,3.50E-05,9.71E-05,0.418116463,13,0.000101484,9.71E-05,619,7.67E-05,7.72E-05,0.119855269,0.000443103,0.428109855,7.96E-06,1.76E-05,0.940072365,8094,21.94716981,24.07623587
45,0.000154213,0.000630593,0.998489075,10,0.500378017,8591,29.5,1.91E-05,45,0.000630593,3.84E-05,243,9.91E-05,0.000123913,4.46E-05,0.730065847,0.0001189,4.46E-05,0.000143317,0.499621983,16,0.000154213,0.000143317,623,0.000120815,0.0001189,0.245454545,0.000477993,0.390048154,1.91E-05,1.91E-05,0.877272727,8604,35.35390947,64.67148906
46,0.000229778,0.001101946,0.430557151,9,0.699028347,3748,35,8.76E-06,48,0.001101946,2.92E-05,109,8.79E-05,6.05E-05,2.07E-05,0.774381509,0.000100123,2.07E-05,7.33E-05,0.300971653,17,0.000229778,7.33E-05,615,0.000182769,0.000100123,0.096631206,0.000855789,0.177235772,8.76E-06,1.64E-05,0.951684397,8705,34.3853211,50.40658692
47,0.000167422,0.000955444,0.554568956,9,0.643265129,4934,39,9.55E-06,48,0.000955444,3.74E-05,133,8.59E-05,8.31E-05,2.55E-05,0.723253723,8.58E-05,2.55E-05,9.24E-05,0.356734871,16,0.000167422,9.24E-05,603,0.000157042,8.58E-05,0.117907801,0.000911873,0.220563847,9.55E-06,1.92E-05,0.941046099,8897,37.09774436,51.50456067
48,0.000148685,0.000786649,0.586876155,9,0.630168899,4445,33,1.51E-05,44,0.000786649,4.93E-05,133,9.11E-05,8.69E-05,4.14E-05,0.735232459,0.000101552,4.14E-05,0.000122615,0.369831101,15,0.000148685,0.000122615,588,0.00012077,0.000101552,0.140591966,0.000618821,0.226190476,1.51E-05,2.40E-05,0.929704017,7574,33.42105263,56.35043555
49,9.30E-05,0.000417211,0.982248521,8,0.504477612,6474,25.25,2.31E-05,50,0.000417211,5.53E-05,264,7.88E-05,9.52E-05,5.89E-05,0.703697896,8.71E-05,5.89E-05,0.000120227,0.495522388,15,9.30E-05,0.000120227,421,7.39E-05,8.71E-05,0.215510204,0.000317406,0.627078385,2.31E-05,2.17E-05,0.892244898,6591,24.52272727,28.67845932
50,0.00013396,0.000586006,0.609121973,8,0.621456929,4100,43.25,6.37E-06,43,0.000586006,3.88E-05,104,9.09E-05,8.37E-05,1.91E-05,0.653151105,8.13E-05,1.91E-05,9.71E-05,0.378543071,18.5,0.00013396,9.71E-05,450,0.000138078,8.13E-05,0.11517165,0.000644311,0.231111111,6.37E-06,1.79E-05,0.942414175,6731,39.42307692,56.87311997
51,7.60E-05,0.000579636,0.913671024,7.25,0.522555856,3355,21,6.37E-06,70,0.000579636,2.99E-05,190,5.38E-05,5.70E-05,1.91E-05,0.610895656,4.31E-05,1.91E-05,5.02E-05,0.477444144,11,7.60E-05,5.02E-05,306,8.81E-05,4.31E-05,0.078674948,0.00071038,0.620915033,6.37E-06,1.75E-05,0.960662526,3672,17.65789474,20.58240986
52,0.000125727,0.000649702,1.39927569,9,0.416792453,6182,36,1.91E-05,46,0.000649702,4.10E-05,162,8.13E-05,8.39E-05,4.14E-05,0.69064454,8.59E-05,4.14E-05,9.87E-05,0.583207547,17,0.000125727,9.87E-05,340,0.000119837,8.59E-05,0.156521739,0.000682226,0.476470588,1.91E-05,2.27E-05,0.92173913,4418,38.16049383,71.38003954
53,0.000156411,0.000936336,0.802668823,8,0.554733064,3970,27.5,7.96E-06,43,0.000936336,2.46E-05,123,8.65E-05,5.55E-05,1.91E-05,0.741935534,7.90E-05,1.91E-05,5.57E-05,0.445266936,14,0.000156411,5.57E-05,373,0.000144538,7.90E-05,0.136212625,0.000745745,0.329758713,7.96E-06,1.73E-05,0.931893688,4946,32.27642276,79.57828899
54,0.000159667,0.000697474,0.61182348,10,0.620415332,3674,37,1.91E-05,40,0.000697474,3.53E-05,122,9.28E-05,7.30E-05,3.82E-05,0.759579035,9.79E-05,3.82E-05,8.12E-05,0.379584668,18.5,0.000159667,8.12E-05,394,0.00014818,9.79E-05,0.156410256,0.000657706,0.30964467,1.91E-05,2.45E-05,0.921794872,6005,30.1147541,32.11715152
55,7.28E-05,0.000544603,1.06501548,9,0.484257871,2752,25.25,3.18E-06,70,0.000544603,2.05E-05,112,5.17E-05,3.74E-05,6.37E-06,0.693401921,2.95E-05,6.37E-06,1.59E-05,0.515742129,13,7.28E-05,1.59E-05,192,0.000117827,2.95E-05,0.046376812,0.000938747,0.583333333,3.18E-06,1.54E-05,0.976811594,2584,24.57142857,28.95276766
56,0.000169068,0.00086627,0.848022699,9,0.541118895,4782,36,1.27E-05,38,0.00086627,2.71E-05,113,9.26E-05,8.71E-05,3.50E-05,0.753835503,0.000101998,3.50E-05,9.55E-05,0.458881105,16,0.000169068,9.55E-05,369,0.000140014,0.000101998,0.160739687,0.000700437,0.306233062,1.27E-05,1.97E-05,0.919630156,5639,42.31858407,74.40659233
57,0.000247565,0.000933151,0.632438592,11.75,0.61258047,4995,61.75,3.18E-05,25,0.000933151,5.33E-05,76,0.000140346,0.000213831,7.01E-05,0.775493379,0.000174528,7.01E-05,0.000187904,0.38741953,24.5,0.000247565,0.000187904,592,0.000188213,0.000174528,0.253333333,0.000752768,0.128378378,3.18E-05,3.02E-05,0.873333333,7898,65.72368421,127.7181929
58,0.000210156,0.00078028,0.497037397,12,0.667985985,5117,63.5,1.75E-05,26,0.00078028,3.62E-05,67,0.000133587,0.000136707,4.46E-05,0.764295108,0.000151401,4.46E-05,0.000184719,0.332014015,24,0.000210156,0.000184719,546,0.000196717,0.000151401,0.206153846,0.000795539,0.122710623,1.75E-05,2.45E-05,0.896923077,10295,76.37313433,197.0791822
59,0.000198027,0.001216599,0.708355699,12,0.58535819,3959,39.75,1.91E-05,40,0.001216599,3.37E-05,98,8.41E-05,5.98E-05,3.50E-05,0.826301509,8.76E-05,3.50E-05,7.01E-05,0.41464181,20,0.000198027,7.01E-05,398,0.000171323,8.76E-05,0.125641026,0.001016075,0.246231156,1.91E-05,2.26E-05,0.937179487,5589,40.39795918,93.35249631
60,0.000154835,0.000885379,1.337155404,9,0.427870564,5481,34,4.78E-05,33,0.000885379,5.42E-05,142,9.84E-05,0.000106623,6.69E-05,0.665618322,0.000114846,6.69E-05,0.000108284,0.572129436,17.5,0.000154835,0.000108284,354,0.000145309,0.000114846,0.268939394,0.000864386,0.401129944,4.78E-05,3.82E-05,0.865530303,4099,38.59859155,76.13248829
61,0.000131642,0.00077391,1.229676961,8,0.448495463,3464,24.25,2.15E-05,36,0.00077391,3.81E-05,136,7.82E-05,8.93E-05,4.46E-05,0.698772997,8.91E-05,4.46E-05,0.000108284,0.551504537,14.5,0.000131642,0.000108284,211,0.000119617,8.91E-05,0.215873016,0.000717467,0.644549763,2.15E-05,2.14E-05,0.892063492,2817,25.47058824,44.84449294
62,9.50E-05,0.000385363,0.777777778,8.75,0.5625,3024,26.75,1.67E-05,38,0.000385363,5.24E-05,120,7.38E-05,8.39E-05,5.10E-05,0.684987266,8.61E-05,5.10E-05,0.000108284,0.4375,14,9.50E-05,0.000108284,370,6.90E-05,8.61E-05,0.170697013,0.000311517,0.324324324,1.67E-05,2.74E-05,0.914651494,3888,25.2,31.3673397
63,8.22E-05,0.000477722,1.14684466,8,0.465799887,3780,37,1.43E-05,42,0.000477722,4.13E-05,148,6.49E-05,8.67E-05,3.34E-05,0.624491135,6.74E-05,3.34E-05,0.000101914,0.534200113,14.5,8.22E-05,0.000101914,261,6.90E-05,6.74E-05,0.171893148,0.000400065,0.567049808,1.43E-05,2.08E-05,0.914053426,3296,25.54054054,27.31210463
64,6.53E-05,0.000369439,0.772497078,8,0.564175824,1983,18,6.37E-06,51,0.000369439,2.83E-05,129,5.13E-05,5.71E-05,1.91E-05,0.614278312,4.30E-05,1.91E-05,5.25E-05,0.435824176,11,6.53E-05,5.25E-05,197,6.56E-05,4.30E-05,0.101176471,0.000399893,0.654822335,6.37E-06,1.94E-05,0.949411765,2567,15.37209302,16.18069946
65,0.000105286,0.000617854,1.24386252,8.25,0.445660102,3040,35.75,3.18E-06,39,0.000617854,2.11E-05,70,6.65E-05,3.62E-05,9.55E-06,0.775998274,4.03E-05,9.55E-06,1.91E-05,0.554339898,14,0.000105286,1.91E-05,191,0.000148663,4.03E-05,0.094466937,0.000916859,0.366492147,3.18E-06,1.54E-05,0.952766532,2444,43.42857143,93.56671744
66,8.00E-05,0.000420396,1.263103448,8,0.441871096,3663,31.5,9.55E-06,39,0.000420396,2.93E-05,119,6.56E-05,9.14E-05,2.23E-05,0.706223591,5.70E-05,2.23E-05,8.12E-05,0.558128904,15,8.00E-05,8.12E-05,248,8.13E-05,5.70E-05,0.160593792,0.000456377,0.47983871,9.55E-06,1.87E-05,0.919703104,2900,30.78151261,46.36467789
67,0.000121623,0.000668811,0.733225284,8,0.576959042,2262,34.75,9.55E-06,37,0.000668811,3.57E-05,86,6.82E-05,5.05E-05,2.55E-05,0.74373289,6.52E-05,2.55E-05,5.41E-05,0.423040958,14.5,0.000121623,5.41E-05,245,0.000106599,6.52E-05,0.129129129,0.000547468,0.351020408,9.55E-06,1.88E-05,0.935435435,3085,26.30232558,29.85627189
68,6.17E-05,0.000226122,0.888373292,8,0.529556314,3446,23,1.59E-05,36,0.000226122,4.80E-05,151,6.99E-05,9.73E-05,4.46E-05,0.666005145,6.81E-05,4.46E-05,0.000108284,0.470443686,15,6.17E-05,0.000108284,271,5.64E-05,6.81E-05,0.23968254,0.000218583,0.557195572,1.59E-05,2.66E-05,0.88015873,3879,22.82119205,24.34767109
69,0.000115423,0.000490461,0.705021941,13,0.586502717,2892,61,1.51E-05,28,0.000490461,5.09E-05,73,8.54E-05,0.000108596,4.46E-05,0.738921224,8.79E-05,4.46E-05,0.000126596,0.413497283,25,0.000115423,0.000126596,284,9.24E-05,8.79E-05,0.193121693,0.000388881,0.257042254,1.51E-05,2.24E-05,0.903439153,4102,39.61643836,39.12909093
70,0.000121474,0.000512755,0.886607559,9,0.530051942,3800,52,9.55E-06,26,0.000512755,3.04E-05,83,9.02E-05,9.47E-05,2.23E-05,0.736503555,8.04E-05,2.23E-05,0.000101914,0.469948058,18,0.000121474,0.000101914,306,0.000125036,8.04E-05,0.255384615,0.000520057,0.27124183,9.55E-06,1.99E-05,0.872307692,4286,45.78313253,73.87844921
