id,clustering_coefficient_std,clustering_coefficient_max,inside_weights_25,outside_weight_ratio,inside_weights,inside_weights_75,clustering_coefficient_25,size,degree_max,pageranks_50,inside_edges,pageranks_mean,pageranks_75,clustering_coefficient_50,subgraph_clustering_coeff,clustering_coeff_mean,degree_50,degree_75,inside_weight_ratio,inside_weights_50,degree_std,clustering_coefficient_75,outside_edges,pageranks_std,degree_mean,density,pageranks_max,cohesion,degree_25,pageranks_25,unlinked,outside_weights,inside_weights_mean,inside_weights_std
193,0.059609599,0.026439483,0.022727273,0.650106383,0.002835071,0.043400713,0.00617284,0.029795158,0.026439483,0.018649208,0.00312845,0.095091641,0.017729545,0.014285714,0.669117647,0.067005352,0.014285714,0.025316456,0.349893617,0.043290043,0.059609599,0.025316456,0.005483745,0.087252739,0.067005352,0.083283877,0.035003544,0.103747963,0.00617284,0.016736491,0.916716123,0.00707927,0.051476301,0.047689215
194,0.193149827,0.043478261,0.028138528,0.658923747,0.007609115,0.048751486,0.098765432,0.005586592,0.043478261,0.051390946,0.001104159,0.70655935,1,0.114285714,0.8,0.567574744,0.114285714,0.886075949,0.341076253,0.034632035,0.193149827,0.886075949,0.016255386,0.183252781,0.567574744,0.688316518,0.03511508,0.010307389,0.098765432,0.057055723,0.311683482,0.019464872,0.474025974,0.81172636
195,0.093412231,0.028202115,0.047619048,0.73889667,0.003422171,0.080856124,0.049382716,0.014897579,0.028202115,0.106833555,0.002208318,0.280828439,0.163917594,0.064285714,0.55952381,0.216387871,0.064285714,0.183544304,0.26110333,0.134199134,0.093412231,0.183544304,0.009009009,0.091938531,0.216387871,0.26119471,0.027769775,0.043478261,0.049382716,0.070002794,0.73880529,0.01222329,0.099784831,0.076716929
196,0.091696959,0.028789659,0.012987013,0.522428803,0.005948243,0.068965517,0.098765432,0.011173184,0.028789659,0.246970284,0.002208318,0.377422377,0.296691433,0.214285714,0.733333333,0.319260793,0.214285714,0.344936709,0.477571197,0.047619048,0.091696959,0.344936709,0.013709362,0.07420904,0.319260793,0.443422354,0.021806873,0.027267789,0.098765432,0.254204128,0.556577646,0.009114405,0.187735342,0.24395757
197,0.129525713,0.042890717,0.03030303,0.574389341,0.004828119,0.077288942,0.154320988,0.011173184,0.042890717,0.158967773,0.001840265,0.376898529,0.201964428,0.178571429,0.794444444,0.339214593,0.178571429,0.234177215,0.425610659,0.064935065,0.129525713,0.234177215,0.011946729,0.118290897,0.339214593,0.369212001,0.034083077,0.02636664,0.154320988,0.122034646,0.630787999,0.00898955,0.179593134,0.277798946
198,0.112889633,0.029377203,0.032467532,0.540432983,0.006674392,0.126040428,0.012345679,0.014897579,0.029377203,0.104316556,0.002576371,0.272472199,0.309888637,0.085714286,0.65,0.292655727,0.085714286,0.360759494,0.459567017,0.064935065,0.112889633,0.360759494,0.01488445,0.072694768,0.292655727,0.30737004,0.016939403,0.029217531,0.012345679,0.06085638,0.69262996,0.0109248,0.181818182,0.298887762
199,0.076223127,0.024089307,0.017316017,0.713987801,0.003468521,0.038644471,0.024691358,0.020484171,0.024089307,0.106670332,0.004232609,0.172381453,0.123745297,0.028571429,0.822582973,0.188282006,0.028571429,0.189873418,0.286012199,0.036796537,0.076223127,0.189873418,0.01488445,0.045259734,0.188282006,0.280730426,0.011750527,0.049029418,0.024691358,0.092177065,0.719269574,0.011149539,0.045308858,0.044414682
200,0.093881667,0.035252644,0.008658009,0.515070595,0.002873696,0.047562426,0.024691358,0.022346369,0.035252644,0.080183409,0.00368053,0.14638492,0.084532364,0.057142857,0.70952381,0.16343112,0.057142857,0.075949367,0.484929405,0.021645022,0.093881667,0.075949367,0.005483745,0.05780205,0.16343112,0.200811585,0.018131597,0.121673004,0.024691358,0.031419921,0.799188415,0.004319978,0.041958042,0.034568232
201,0.125636869,0.035252644,0.051948052,0.595012322,0.007130166,0.356123662,0.290123457,0.00744879,0.035252644,0.385382986,0.001288185,0.522815463,0.441985416,0.335714286,0.7,0.490715664,0.335714286,0.560126582,0.404987678,0.316017316,0.125636869,0.560126582,0.015471994,0.092389089,0.490715664,0.515159028,0.024990762,0.013139529,0.290123457,0.351822987,0.484840972,0.014295881,0.385052448,0.316776726
202,0.084787995,0.032902468,0.008658009,0.687753223,0.002989571,0.080261593,0,0.022346369,0.032902468,0.031434991,0.002392344,0.140282691,0.03416484,0.007142857,0.670940171,0.10895408,0.007142857,0.047468354,0.312246777,0.028138528,0.084787995,0.047468354,0.011555033,0.094613861,0.10895408,0.120892743,0.033649782,0.035896114,0,0.002650343,0.879107257,0.008652442,0.077172827,0.091967877
203,0.045672349,0.013513514,0.008658009,0.513824289,0.005168019,0.038049941,0.055555556,0.014897579,0.013513514,0.241123698,0.00312845,0.252249742,0.253874229,0.128571429,0.775510204,0.168498752,0.128571429,0.183544304,0.486175711,0.047619048,0.045672349,0.183544304,0.007246377,0.048884211,0.168498752,0.376633036,0.011243143,0.077587093,0.055555556,0.082889322,0.623366964,0.007678574,0.11013986,0.148298714
204,0.090324603,0.029964747,0.004329004,0.567937905,0.003275396,0.041022592,0,0.020484171,0.029964747,0.028771423,0.003496503,0.161210351,0.197813615,0.057142857,0.648809524,0.188282006,0.057142857,0.164556962,0.432062095,0.015151515,0.090324603,0.164556962,0.008029769,0.053710992,0.188282006,0.227451199,0.012913973,0.07780766,0,0.011003212,0.772548801,0.005980548,0.054195804,0.079854578
205,0.133032612,0.038777908,0.005411255,0.74727593,0.006079567,0.209274673,0.024691358,0.013035382,0.038777908,0.102686953,0.002392344,0.291518147,0.313791935,0.128571429,0.703174603,0.348821978,0.128571429,0.367088608,0.25272407,0.045454545,0.133032612,0.367088608,0.021151586,0.085955889,0.348821978,0.365089204,0.019234275,0.017884805,0.024691358,0.009400743,0.634910796,0.022386476,0.177072927,0.203041408
206,0.144806585,0.051703878,0.021645022,0.699471867,0.002920046,0.107015458,0.037037037,0.016759777,0.051703878,0.046717708,0.001840265,0.212848214,0.06213481,0.042857143,0.674074074,0.195103818,0.042857143,0.082278481,0.300528133,0.147186147,0.144806585,0.082278481,0.012534273,0.125822404,0.195103818,0.168844048,0.040974054,0.024952471,0.037037037,0.055179301,0.831155952,0.008864695,0.101080737,0.066899017
207,0.083873524,0.029964747,0.012987013,0.650124777,0.002819621,0.080856124,0.055555556,0.014897579,0.029964747,0.16264907,0.002208318,0.244888497,0.184846455,0.107142857,0.438095238,0.202198502,0.107142857,0.161392405,0.349875223,0.038961039,0.083873524,0.161392405,0.008813161,0.068730625,0.202198502,0.26119471,0.021453882,0.04452894,0.055555556,0.060316017,0.73880529,0.007041814,0.07880581,0.081483145
208,0.182685157,0.052878966,0.024891775,0.628927681,0.005113944,0.057669441,0.191358025,0.00744879,0.052878966,0.097390244,0.001288185,0.495517601,0.468969276,0.235714286,0.76,0.543925796,0.235714286,0.556962025,0.371072319,0.045454545,0.182685157,0.556962025,0.013317665,0.142646676,0.543925796,0.515159028,0.034728455,0.015880116,0.191358025,0.110685355,0.484840972,0.011686415,0.270979021,0.464152485
209,0.057277719,0.01880141,0.004329004,0.586528894,0.003020471,0.01902497,0.098765432,0.020484171,0.01880141,0.096031934,0.005336768,0.149415284,0.112912511,0.128571429,0.730238095,0.192375093,0.128571429,0.139240506,0.413471106,0.012987013,0.057277719,0.139240506,0.007442225,0.039818913,0.192375093,0.360649268,0.011099139,0.128276966,0.098765432,0.052204193,0.639350732,0.00591812,0.025291375,0.032236273
210,0.094271594,0.028789659,0.017316017,0.706008176,0.00400927,0.026159334,0.172839506,0.013035382,0.028789659,0.151894145,0.002944424,0.277593322,0.24696635,0.328571429,0.751785714,0.35670496,0.328571429,0.303797468,0.293991824,0.017316017,0.094271594,0.303797468,0.011163337,0.069583805,0.35670496,0.451667949,0.019587874,0.046094323,0.172839506,0.086455428,0.548332051,0.012448029,0.087001234,0.174186961
211,0.075764495,0.025264395,0.025974026,0.592559604,0.004248745,0.057074911,0.024691358,0.020484171,0.025264395,0.036896654,0.002944424,0.147996352,0.094067007,0.042857143,0.629931973,0.170545296,0.042857143,0.126582278,0.407440396,0.038961039,0.075764495,0.126582278,0.012142577,0.054665135,0.170545296,0.187491778,0.014792895,0.042070404,0.024691358,0.027106983,0.812508222,0.008477645,0.093377211,0.11849113
212,0.13037854,0.047591069,0.043290043,0.695111908,0.004542294,0.066587396,0.049382716,0.016759777,0.047591069,0.066507267,0.002944424,0.200190567,0.10481483,0.071428571,0.811111111,0.246701522,0.071428571,0.183544304,0.304888092,0.064935065,0.13037854,0.183544304,0.016451234,0.085764018,0.246701522,0.282183496,0.028103546,0.030056129,0.049382716,0.060420965,0.717816504,0.013471839,0.101192925,0.110570442
213,0.159644592,0.049941246,0.164502165,0.464823591,0.005515643,0.316290131,0.024691358,0.011173184,0.049941246,0.079752423,0.001104159,0.32711655,0.167418478,0.057142857,0,0.24831395,0.057142857,0.091772152,0.535176409,0.354978355,0.159644592,0.091772152,0.011555033,0.131922356,0.24831395,0.220791295,0.038232331,0.016046916,0.024691358,0.054158863,0.779208705,0.006817075,0.338661339,0.201131718
214,0.125600691,0.041128085,0.008658009,0.759397034,0.003082271,0.038049941,0.024691358,0.016759777,0.041128085,0.035667806,0.002208318,0.197128929,0.120684391,0.042857143,0.43537415,0.228964811,0.042857143,0.120253165,0.240602966,0.021645022,0.125600691,0.120253165,0.015667842,0.083745317,0.228964811,0.206623864,0.026003183,0.02338403,0.024691358,0.039297927,0.793376136,0.012060979,0.087950511,0.116063072
215,0.091399531,0.025264395,0.031385281,0.481819815,0.005237543,0.072532699,0,0.011173184,0.025264395,0.117417763,0.001656238,0.321273369,0.236333563,0.107142857,0.493333333,0.226143062,0.107142857,0.202531646,0.518180185,0.082251082,0.091399531,0.202531646,0.009204857,0.100487442,0.226143062,0.332106825,0.02394397,0.031793544,0,0.042980854,0.667893175,0.006904474,0.218181818,0.368410215
216,0.092474375,0.025851939,0.046536797,0.703317139,0.005662418,0.12901308,0.024691358,0.013035382,0.025851939,0.06229808,0.002024291,0.268286348,0.328480522,0.085714286,0.695238095,0.258167679,0.085714286,0.329113924,0.296682861,0.075757576,0.092474375,0.329113924,0.019193106,0.07137129,0.258167679,0.30737004,0.017776712,0.016683479,0.024691358,0.038221005,0.69262996,0.017329854,0.194347319,0.202657437
217,0.075867861,0.028789659,0.021645022,0.688204738,0.002402472,0.068965517,0,0.020484171,0.028789659,0.022440534,0.002208318,0.141478686,0.039424731,0.014285714,0.671717172,0.090047916,0.014285714,0.025316456,0.311795262,0.077922078,0.075867861,0.025316456,0.009400705,0.092608049,0.090047916,0.13421255,0.032186642,0.041508238,0,0.017013316,0.86578745,0.006991872,0.064281872,0.041673482
218,0.099606936,0.035252644,0.034632035,0.618819777,0.005453843,0.05469679,0.271604938,0.013035382,0.035252644,0.228369807,0.002944424,0.262722286,0.189341039,0.285714286,0.804761905,0.372470926,0.285714286,0.329113924,0.381180223,0.051948052,0.099606936,0.329113924,0.018605562,0.059479342,0.372470926,0.451667949,0.018922135,0.026135681,0.271604938,0.110850195,0.548332051,0.011986066,0.125462773,0.215462663
219,0.042909654,0.014688602,0.012987013,0.649490539,0.002765547,0.064803805,0.049382716,0.020484171,0.014688602,0.084257769,0.002760397,0.138583212,0.101452439,0.057142857,0.514285714,0.111877714,0.057142857,0.101265823,0.350509461,0.038961039,0.042909654,0.101265823,0.010184097,0.043058981,0.111877714,0.174171971,0.012067849,0.047674759,0.049382716,0.031778953,0.825828029,0.006891988,0.058566434,0.045112984
220,0.120939209,0.039952996,0.019480519,0.298354793,0.005160294,0.07372176,0.074074074,0.013035382,0.039952996,0.135799604,0.002576371,0.262095432,0.143917614,0.114285714,0.7,0.281816626,0.114285714,0.227848101,0.701645207,0.082251082,0.120939209,0.227848101,0.005287897,0.083650815,0.281816626,0.393948785,0.025388141,0.089142374,0.074074074,0.042847868,0.606051215,0.003221255,0.136130536,0.154183543
221,0.09360791,0.032314924,0.004329004,0.43287796,0.00390112,0.090368609,0.030864198,0.014897579,0.032314924,0.095414725,0.002208318,0.220733434,0.100015728,0.042857143,0.851851852,0.16495141,0.042857143,0.101265823,0.56712204,0.069264069,0.09360791,0.101265823,0.006658833,0.082834123,0.16495141,0.26119471,0.02608408,0.060165511,0.030864198,0.070605271,0.73880529,0.004282522,0.116460463,0.144171792
222,0.047214511,0.016451234,0.021645022,0.55463171,0.004959444,0.118906064,0.12345679,0.014897579,0.016451234,0.132521213,0.003312477,0.216561916,0.184809152,0.078571429,0.844642857,0.163177739,0.078571429,0.148734177,0.44536829,0.051948052,0.047214511,0.148734177,0.011555033,0.049958162,0.163177739,0.399720702,0.01341575,0.050074112,0.12345679,0.163872066,0.600279298,0.008577529,0.098270151,0.077520081
223,0.075076118,0.024676851,0.011904762,0.643557692,0.003190421,0.061831153,0.012345679,0.016759777,0.024676851,0.021978944,0.002392344,0.183373314,0.185203609,0.028571429,0.612698413,0.143506114,0.028571429,0.107594937,0.356442308,0.043290043,0.075076118,0.107594937,0.010379945,0.062250127,0.143506114,0.225513772,0.018502943,0.040390272,0.012345679,0.02261213,0.774486228,0.007753487,0.083666334,0.081742636
224,0.055258207,0.015276146,0.008658009,0.618948537,0.002587872,0.026159334,0.024691358,0.020484171,0.015276146,0.040091562,0.00368053,0.133535066,0.150204265,0.057142857,0.505714286,0.158266034,0.057142857,0.164556962,0.381051463,0.017316017,0.055258207,0.164556962,0.007638073,0.040118729,0.158266034,0.240771006,0.010199953,0.086282539,0.024691358,0.031910389,0.759228994,0.005743323,0.035797536,0.037102672
225,0.072010271,0.025264395,0.004329004,0.614907698,0.002070297,0.016646849,0.024691358,0.022346369,0.025264395,0.049523715,0.003864556,0.111139726,0.061313553,0.035714286,0.682738095,0.140626778,0.035714286,0.07278481,0.385092302,0.015151515,0.072010271,0.07278481,0.006854681,0.049072396,0.140626778,0.212228562,0.015146871,0.101357958,0.024691358,0.020912684,0.787771438,0.004544717,0.022568341,0.021392291
226,0.079075921,0.028789659,0.017316017,0.632937013,0.002456547,0.080856124,0,0.018621974,0.028789659,0.022142158,0.001840265,0.152398867,0.062763221,0.021428571,0,0.107898324,0.021428571,0.037974684,0.367062987,0.025974026,0.079075921,0.037974684,0.006854681,0.090310944,0.107898324,0.13421255,0.03024804,0.048777838,0,0.008062007,0.86578745,0.005755809,0.0820089,0.079551921
227,0.051127188,0.017626322,0.014069264,0.43818743,0.001769023,0.032104637,0.00617284,0.014897579,0.017626322,0.057318,0.001656238,0.209457191,0.223447111,0.021428571,0.388888889,0.088683554,0.021428571,0.066455696,0.56181257,0.043290043,0.051127188,0.066455696,0.004112808,0.065883922,0.088683554,0.191931714,0.017392533,0.075864566,0.00617284,0.063870481,0.808068286,0.002010163,0.061188811,0.063541786
228,0.058376944,0.01880141,0.017316017,0.426052948,0.005129394,0.05469679,0.24691358,0.013035382,0.01880141,0.167723922,0.00368053,0.247721937,0.188677141,0.157142857,0.668452381,0.254226187,0.157142857,0.215189873,0.573947052,0.056277056,0.058376944,0.215189873,0.007833921,0.047511548,0.254226187,0.567106275,0.012789962,0.084030418,0.24691358,0.214708108,0.432893725,0.005468643,0.090576091,0.110025466
229,0.194153708,0.051703878,0.088744589,0.76741179,0.006720742,1,1,0.001862197,0.051703878,1,0.000368053,1,0.844226486,1,1,0.999168039,1,1,0.23258821,0.103896104,0.194153708,1,0.025851939,0.144526413,0.999168039,1,0.032800651,0,1,1,0,0.027043562,1,1
230,0.107180277,0.028789659,0.062770563,0.517146974,0.002742372,0.086801427,0.049382716,0.014897579,0.028789659,0.063420326,0.001840265,0.197199726,0.106479684,0.05,0.652380952,0.212840529,0.05,0.091772152,0.482853026,0.116883117,0.107180277,0.091772152,0.004896201,0.072019916,0.212840529,0.215019379,0.020373021,0.069809886,0.049382716,0.032846704,0.784980621,0.004157667,0.093769866,0.04683338
231,0.128630324,0.045240893,0.03030303,0.858749828,0.002487447,0.049940547,0.012345679,0.016759777,0.045240893,0.036348154,0.002024291,0.163399101,0.086191703,0.071428571,0.386666667,0.212840529,0.071428571,0.107594937,0.141250172,0.056277056,0.128630324,0.107594937,0.020368194,0.071188128,0.212840529,0.187733956,0.021939793,0.015501609,0.012345679,0.046533932,0.812266044,0.016056335,0.074592075,0.0749051
232,0.190813959,0.061692127,0.083333333,0.660124387,0.002734647,0.085017836,0.024691358,0.013035382,0.061692127,0.02911046,0.001288185,0.228915735,0.032152193,0.042857143,0,0.289699609,0.042857143,0.063291139,0.339875613,0.123376623,0.190813959,0.063291139,0.008225617,0.119449119,0.289699609,0.191931714,0.03522549,0.028064458,0.024691358,0.033967829,0.808068286,0.007104241,0.136363636,0.111537959
233,0.060972729,0.017626322,0.022727273,0.48374227,0.004696794,0.116527943,0.12345679,0.013035382,0.017626322,0.119241674,0.002392344,0.228131058,0.20991558,0.1,0.708333333,0.212840529,0.1,0.278481013,0.51625773,0.025974026,0.060972729,0.278481013,0.008813161,0.041731192,0.212840529,0.365089204,0.011918666,0.048246726,0.12345679,0.18042596,0.634910796,0.006242743,0.132367632,0.162652644
234,0.073176801,0.020564042,0.008658009,0.516246499,0.002348397,0.052318668,0.024691358,0.014897579,0.020564042,0.035002592,0.002024291,0.185549592,0.165489294,0.014285714,0.621428571,0.14898837,0.014285714,0.148734177,0.483753501,0.012987013,0.073176801,0.148734177,0.006267137,0.072620846,0.14898837,0.238107044,0.020909931,0.058935361,0.024691358,0.027024765,0.761892956,0.003558363,0.069347319,0.098298109
235,0.082434241,0.030552291,0.015151515,0.713837616,0.002356122,0.058263971,0.018518519,0.018621974,0.030552291,0.018234756,0.001840265,0.127541634,0.050404268,0.021428571,0,0.127113094,0.021428571,0.079113924,0.286162384,0.064935065,0.082434241,0.079113924,0.010967489,0.078446391,0.127113094,0.13421255,0.026146761,0.029060293,0.018518519,0.022486736,0.86578745,0.007616146,0.077876669,0.073429633
236,0.126326793,0.039365452,0.007575758,0.774393031,0.001645423,0.042806183,0,0.013035382,0.039365452,0.016699432,0.001656238,0.213363302,0.208688493,0.042857143,0.425,0.264079916,0.042857143,0.303797468,0.225606969,0.021645022,0.126326793,0.303797468,0.010184097,0.079751299,0.264079916,0.249650877,0.021839831,0.028370869,0,0.008006437,0.750349123,0.006979386,0.055594406,0.066468148
237,0.040069329,0.011163337,0.004329004,0.362990439,0.003406721,0.119500595,0.012345679,0.016759777,0.011163337,0.01076565,0.002024291,0.14901022,0.242607005,0.014285714,0.406666667,0.098358123,0.014285714,0.132911392,0.637009561,0.028138528,0.040069329,0.132911392,0.002741872,0.051188619,0.098358123,0.187733956,0.011648453,0.139598045,0.012345679,0.013068552,0.812266044,0.002834205,0.109265734,0.116636521
238,0.080018929,0.021151586,0,0.557494594,0.005894168,0.021403092,0.135802469,0.009310987,0.021151586,0.216179893,0.002024291,0.309792713,0.349681534,0.171428571,0.88,0.283787372,0.171428571,0.335443038,0.442505406,0.034632035,0.080018929,0.335443038,0.011750881,0.069371492,0.283787372,0.554737883,0.015214006,0.029657795,0.135802469,0.062587979,0.445262117,0.01028804,0.203088578,0.373169176
239,0.08123902,0.024089307,0.019480519,0.567594835,0.002974121,0.106420927,0.043209877,0.011173184,0.024089307,0.127381078,0.002024291,0.248864687,0.190331766,0.05,0.666666667,0.192886729,0.05,0.183544304,0.432405165,0.095238095,0.08123902,0.183544304,0.007833921,0.071964195,0.192886729,0.406317177,0.02119227,0.046387833,0.043209877,0.133467389,0.593682823,0.005431186,0.092948718,0.06470284
240,0.098956083,0.035252644,0.012987013,0.725146918,0.002008497,0.047562426,0.024691358,0.016759777,0.035252644,0.062535286,0.002208318,0.142387068,0.05603208,0.028571429,0.601785714,0.148343399,0.028571429,0.056962025,0.274853082,0.034632035,0.098956083,0.056962025,0.010575793,0.065643983,0.148343399,0.206623864,0.020922517,0.036473736,0.024691358,0.036101076,0.793376136,0.006829561,0.05056482,0.042130213
241,0.033945644,0.012925969,0.017316017,0.319134199,0.004140595,0.121284185,0.172839506,0.013035382,0.012925969,0.152058867,0.002760397,0.204061909,0.196033756,0.128571429,0.407407407,0.173425616,0.128571429,0.139240506,0.680865801,0.073593074,0.033945644,0.139240506,0.004112808,0.029431789,0.173425616,0.422808367,0.008689865,0.123664675,0.172839506,0.233566463,0.577191633,0.002846691,0.097465035,0.073407222
242,0.049765378,0.019388954,0.004329004,0.527923127,0.002665122,0.034482759,0.098765432,0.016759777,0.019388954,0.081982567,0.003312477,0.138946712,0.119650116,0.085714286,0.805555556,0.138668829,0.085714286,0.101265823,0.472076873,0.012987013,0.049765378,0.101265823,0.006462985,0.043750314,0.138668829,0.319963312,0.014092608,0.09252218,0.098765432,0.070634598,0.680036688,0.004207609,0.04361428,0.065597047
243,0.069775656,0.022326675,0.012987013,0.17227637,0.003283121,0.042211653,0.012345679,0.014897579,0.022326675,0.036206689,0.002024291,0.164163056,0.139497955,0.035714286,0.651785714,0.157856726,0.035714286,0.14556962,0.82772363,0.021645022,0.069775656,0.14556962,0.001370936,0.054675455,0.157856726,0.238107044,0.013747499,0.28299837,0.012345679,0.0463822,0.761892956,0.00102381,0.10460373,0.146014459
244,0.101919797,0.034077556,0.022727273,0.650465002,0.001344148,0.03745541,0,0.014897579,0.034077556,0.011045297,0.001656238,0.161759782,0.026879351,0,0.675925926,0.113514949,0,0.009493671,0.349534998,0.038961039,0.101919797,0.009493671,0.00293772,0.112062782,0.113514949,0.191931714,0.034311687,0.107731305,0,0.010797488,0.808068286,0.003421023,0.041958042,0.025489167
245,0.103691146,0.033490012,0.069264069,0.454471812,0.004488219,0.25921522,0.148148148,0.009310987,0.033490012,0.164379329,0.001288185,0.286900628,0.129263349,0.142857143,0.826666667,0.271118293,0.142857143,0.170886076,0.545528188,0.277056277,0.103691146,0.170886076,0.006854681,0.089309368,0.271118293,0.356843609,0.025618481,0.034437806,0.148148148,0.144598291,0.643156391,0.005343788,0.235576923,0.138877285
246,0.076215911,0.022914219,0.021645022,0.627856394,0.002688297,0.038049941,0.049382716,0.013035382,0.022914219,0.081498923,0.002760397,0.188923047,0.15116948,0.057142857,0.747619048,0.212840529,0.057142857,0.202531646,0.372143606,0.023809524,0.076215911,0.202531646,0.009009009,0.045658324,0.212840529,0.422808367,0.011607494,0.054389155,0.049382716,0.076318804,0.577191633,0.00616783,0.056381119,0.054570738
247,0.050024585,0.017626322,0.019480519,0.670886392,0.002549247,0.035671819,0.104938272,0.014897579,0.017626322,0.101524155,0.002576371,0.153271306,0.124110143,0.1,0.755952381,0.159630397,0.1,0.120253165,0.329113608,0.038961039,0.050024585,0.120253165,0.007442225,0.048693013,0.159630397,0.30737004,0.015521798,0.062237342,0.104938272,0.097306619,0.69262996,0.006916959,0.057342657,0.052834881
248,0.064227735,0.019976498,0.038961039,0.254823428,0.004519119,0.05469679,0.018518519,0.011173184,0.019976498,0.202500641,0.002208318,0.223824189,0.181578215,0.192857143,0.8,0.21062344,0.192857143,0.199367089,0.745176572,0.064935065,0.064227735,0.199367089,0.003133568,0.056015946,0.21062344,0.443422354,0.016045194,0.132129278,0.018518519,0.039356585,0.556577646,0.002284844,0.137977407,0.133245702
249,0.091026378,0.029964747,0.028138528,0.710693069,0.002611047,0.100475624,0.061728395,0.011173184,0.029964747,0.134040301,0.001656238,0.22372947,0.143600857,0.114285714,0.675,0.206189262,0.114285714,0.132911392,0.289306931,0.054112554,0.091026378,0.132911392,0.010771641,0.071247387,0.206189262,0.332106825,0.020889419,0.02661597,0.061728395,0.052847506,0.667893175,0.008315333,0.099300699,0.085855046
250,0.161797104,0.048178613,0.03030303,0.708539095,0.003097721,0.137336504,0.049382716,0.009310987,0.048178613,0.114259652,0.001288185,0.275277882,0.164246156,0.057142857,0.826666667,0.291388819,0.057142857,0.158227848,0.291460905,0.103896104,0.161797104,0.158227848,0.010379945,0.088728203,0.291388819,0.356843609,0.024579578,0.021450606,0.049382716,0.121753798,0.643156391,0.009751164,0.156905594,0.135762054
251,0.152173403,0.048178613,0.019480519,0.795731255,0.001769023,0.057074911,0.197530864,0.009310987,0.048178613,0.155861749,0.001840265,0.272290381,0.18945633,0.214285714,0.76,0.423147242,0.214285714,0.329113924,0.204268745,0.038961039,0.152173403,0.329113924,0.011555033,0.072002317,0.423147242,0.505264314,0.020476332,0.027389315,0.197530864,0.120667828,0.494735686,0.008277877,0.053719008,0.039457471
252,0.058027765,0.020564042,0.002164502,0.548942786,0.001985323,0.034482759,0,0.016759777,0.020564042,0.054946155,0.002576371,0.121246821,0.112691445,0.042857143,0.596428571,0.114482406,0.042857143,0.101265823,0.451057214,0.017316017,0.058027765,0.101265823,0.004896201,0.049307996,0.114482406,0.24440368,0.015428883,0.096577947,0,0.030453363,0.75559632,0.003408538,0.04032634,0.045362127
253,0.057659064,0.018213866,0,0.317199639,0.003306296,0.154577883,0.049382716,0.009310987,0.018213866,0.142526728,0.002208318,0.270150891,0.228004134,0.057142857,0.811111111,0.131758423,0.057142857,0.069620253,0.682800361,0.086580087,0.057659064,0.069620253,0.003721112,0.064327211,0.131758423,0.604211452,0.017975476,0.1106664,0.049382716,0.125347614,0.395788548,0.002259873,0.095750403,0.086491217
254,0.231276844,0.0693302,0.00974026,0.832777198,0.001637698,0.038644471,0.061728395,0.009310987,0.0693302,0.096094519,0.001656238,0.269674092,0.084786475,0.1,0.786666667,0.410478163,0.1,0.196202532,0.167222802,0.015151515,0.231276844,0.196202532,0.008421465,0.119267305,0.410478163,0.455790746,0.032211032,0.035104784,0.061728395,0.030505497,0.544209254,0.009251745,0.055244755,0.071439993
255,0.097837009,0.025851939,0.060606061,0.453477765,0.003877945,0.057074911,0.049382716,0.005586592,0.025851939,0.388620639,0.000736106,0.433470168,0.444909776,0.357142857,0.555555556,0.347639531,0.357142857,0.341772152,0.546522235,0.103896104,0.097837009,0.341772152,0.005875441,0.087853448,0.347639531,0.48052753,0.019614057,0.024081115,0.049382716,0.02244733,0.51947247,0.004607144,0.334265734,0.427291563
256,0.155811869,0.047003525,0.0995671,0.746456739,0.004503669,0.302615933,0.320987654,0.005586592,0.047003525,0.164370852,0.000920132,0.429933402,0.189077337,0.285714286,0.866666667,0.500175243,0.285714286,0.265822785,0.253543261,0.346320346,0.155811869,0.265822785,0.016451234,0.109707715,0.500175243,0.584422024,0.028555138,0.008147746,0.320987654,0.294946878,0.415577976,0.016568239,0.322261072,0.219854132
257,0.102209096,0.032314924,0.064935065,0.432942287,0.00376207,0.080856124,0.061728395,0.011173184,0.032314924,0.032946562,0.001472212,0.216114936,0.150570851,0.05,0.819047619,0.219491795,0.05,0.170886076,0.567057713,0.112554113,0.102209096,0.170886076,0.007050529,0.081179112,0.219491795,0.295001648,0.023034907,0.038022814,0.061728395,0.058169316,0.704998352,0.004132696,0.170551671,0.157882207
258,0.055223674,0.017626322,0.007575758,0.134722222,0.003522596,0.104042806,0.074074074,0.011173184,0.017626322,0.112133202,0.002024291,0.214874903,0.120334906,0.057142857,0.779761905,0.150762041,0.057142857,0.110759494,0.865277778,0.106060606,0.055223674,0.110759494,0.001175088,0.060877269,0.150762041,0.406317177,0.018650628,0.330798479,0.074074074,0.167429784,0.593682823,0.000824042,0.113636364,0.094550748
259,0.059294617,0.018213866,0.008658009,0.726362607,0.001684048,0.032699168,0.012345679,0.016759777,0.018213866,0.028270521,0.002392344,0.117509423,0.139502615,0.042857143,0.619047619,0.145118542,0.042857143,0.183544304,0.273637393,0.021645022,0.059294617,0.183544304,0.008029769,0.041032021,0.145118542,0.225513772,0.009480899,0.053324678,0.012345679,0.020170531,0.774486228,0.00578078,0.034965035,0.031990392
