id,clustering_coefficient_std,clustering_coefficient_max,inside_weights_25,outside_weight_ratio,inside_weights,inside_weights_75,clustering_coefficient_25,size,degree_max,pageranks_50,inside_edges,pageranks_mean,pageranks_75,clustering_coefficient_50,subgraph_clustering_coeff,clustering_coeff_mean,degree_50,degree_75,inside_weight_ratio,inside_weights_50,degree_std,clustering_coefficient_75,outside_edges,pageranks_std,degree_mean,density,pageranks_max,cohesion,degree_25,pageranks_25,unlinked,outside_weights,inside_weights_mean,inside_weights_std
51,0.140876277,0.106345476,0.005411255,0.563199089,0.025870993,0.035671819,0.024691358,0.126629423,0.106345476,0.079023047,0.034781008,0.232005427,0.158916398,0.071428571,0.610895656,0.222215647,0.071428571,0.186708861,0.436800911,0.021645022,0.140876277,0.186708861,0.059929495,0.129743491,0.222215647,0.042794,0.094225655,0.10007704,0.024691358,0.033881178,0.957206,0.045846703,0.04076187,0.054815593
52,0.233058703,0.119271445,0.012987013,0.449209644,0.04770954,0.071343639,0.12345679,0.081936685,0.119271445,0.137896387,0.029628266,0.422976164,0.264147253,0.171428571,0.69064454,0.460383318,0.171428571,0.379746835,0.550790356,0.047619048,0.233058703,0.379746835,0.066588327,0.176387419,0.460383318,0.123672529,0.090380781,0.075911429,0.12345679,0.084474587,0.876327471,0.055160875,0.112449279,0.190101123
53,0.289937164,0.172150411,0.008658009,0.597878969,0.030621862,0.051129608,0.037037037,0.076350093,0.172150411,0.051266439,0.022451233,0.458595253,0.152865832,0.071428571,0.741935534,0.421968723,0.071428571,0.208860759,0.402121031,0.034632035,0.289937164,0.208860759,0.073051312,0.212745639,0.421968723,0.102572477,0.099055185,0.051366477,0.037037037,0.032153691,0.897427523,0.061753212,0.091875604,0.211934908
54,0.295972253,0.128084606,0.017316017,0.668669858,0.028335265,0.07372176,0.12345679,0.070763501,0.128084606,0.107547412,0.022267206,0.502368513,0.221556016,0.157142857,0.759579035,0.527667145,0.157142857,0.310126582,0.331330142,0.054112554,0.295972253,0.310126582,0.077164121,0.218106606,0.527667145,0.123556705,0.087032333,0.04800139,0.12345679,0.102262008,0.876443295,0.074975341,0.084317322,0.085535209
55,0.134982125,0.099882491,0.012987013,0.521922372,0.021212823,0.045778835,0,0.126629423,0.099882491,0.029223274,0.020426941,0.218027531,0.082002714,0.014285714,0.693401921,0.146707936,0.014285714,0.050632911,0.478077628,0.03030303,0.134982125,0.050632911,0.03760282,0.173428976,0.146707936,0.009238014,0.12541201,0.093789607,0,0.013150887,0.990761986,0.032262495,0.064935065,0.077107742
56,0.313399138,0.159224442,0.012987013,0.58320592,0.036894554,0.071343639,0.074074074,0.067039106,0.159224442,0.064393402,0.020610968,0.501207208,0.276453197,0.142857143,0.753835503,0.550304789,0.142857143,0.367088608,0.41679408,0.043290043,0.313399138,0.367088608,0.07226792,0.206086608,0.550304789,0.128054745,0.092867738,0.047430626,0.074074074,0.055662202,0.871945255,0.070405653,0.126988056,0.198161515
57,0.458908401,0.171562867,0.024891775,0.660225618,0.038539977,0.132580262,0.222222222,0.04283054,0.171562867,0.203084537,0.013801987,0.83160404,0.772633331,0.3,0.775493379,0.954235038,0.3,0.734177215,0.339774382,0.08008658,0.458908401,0.734177215,0.115942029,0.27703022,0.954235038,0.224254445,0.10001418,0.01767547,0.222222222,0.157357373,0.775745555,0.098610365,0.208824071,0.340142315
58,0.389563159,0.143360752,0.025974026,0.71994045,0.039482426,0.136741974,0.111111111,0.044692737,0.143360752,0.112685408,0.012145749,0.78480274,0.470764156,0.185714286,0.764295108,0.825439231,0.185714286,0.721518987,0.28005955,0.077922078,0.389563159,0.721518987,0.10693302,0.289546927,0.825439231,0.175237556,0.105855104,0.016727252,0.111111111,0.102073607,0.824762444,0.128538074,0.24605991,0.524866253
59,0.367079915,0.223854289,0.025974026,0.630886049,0.030536887,0.080261593,0.12345679,0.070763501,0.223854289,0.099077059,0.01785057,0.441952126,0.169865102,0.142857143,0.826301509,0.470022835,0.142857143,0.265822785,0.369113951,0.060606061,0.367079915,0.265822785,0.077947513,0.252169591,0.470022835,0.091589168,0.135972007,0.037392285,0.12345679,0.083900987,0.908410832,0.069781379,0.120272585,0.248618725
60,0.28701573,0.162749706,0.012987013,0.461149385,0.042294322,0.066587396,0.345679012,0.057728119,0.162749706,0.207813388,0.025947736,0.541320396,0.353013201,0.285714286,0.665618322,0.621859828,0.285714286,0.417721519,0.538850615,0.04978355,0.28701573,0.417721519,0.0693302,0.213879423,0.621859828,0.240468283,0.115257036,0.063306911,0.345679012,0.235188916,0.759531717,0.051178006,0.113981089,0.202757964
61,0.244023806,0.142185664,0.008658009,0.483378443,0.026713017,0.043400713,0.141975309,0.063314711,0.142185664,0.122650484,0.024843577,0.401194959,0.285035076,0.185714286,0.698772997,0.478398504,0.185714286,0.417721519,0.516621557,0.036796537,0.244023806,0.417721519,0.041323933,0.176064801,0.478398504,0.185335238,0.095193489,0.104031139,0.141975309,0.072029212,0.814664762,0.035171613,0.06807898,0.119430986
62,0.176109994,0.070505288,0.011904762,0.60625,0.023314021,0.049346017,0.104938272,0.067039106,0.070505288,0.198474061,0.021899153,0.371028449,0.264119604,0.214285714,0.684987266,0.461621235,0.214285714,0.417721519,0.39375,0.034632035,0.176109994,0.417721519,0.072463768,0.101531308,0.461621235,0.138399858,0.039756016,0.050457301,0.104938272,0.130217204,0.861600142,0.048543568,0.067132867,0.083538291
63,0.152311554,0.087544066,0.008658009,0.502028767,0.029154114,0.07372176,0.086419753,0.074487896,0.087544066,0.139800574,0.027051895,0.308911555,0.275210418,0.135714286,0.624491135,0.357690333,0.135714286,0.392405063,0.497971233,0.036796537,0.152311554,0.392405063,0.051116334,0.101549617,0.357690333,0.139642576,0.051848241,0.091065367,0.086419753,0.06595616,0.860357424,0.041152161,0.068323568,0.072738286
